,incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
4399,INC003322,KIDNAPPING,south,Hillcrest,GA,4802 Park Rd,45.992058,-94.053653,2021-09-13 15:27:10,OFF0004,Barbara,Martin,4939.0,SUS00669,Barbara,Harris,62.0,Male,hispanic,VIC00171,Richard,Jackson,64.0,Male,519-165-5654,firearm,CRITICAL,closed,Warning Issued,1.0,24691.79,No,Incident at 4802 Park Rd. Officer responded at scene.
4403,INC000508,Abduction,Sou,Maplewood,NC,7540 Oak Ave,39.269703,-98.522113,2023-09-20 13:28:10,OFF0007,Jessica,Hall,4673.0,SUS00224,Nancy,Brown,17.0,Female,BLACK,VIC00111,Donna,Scott,83.0,Male,316-510-5045,hands,1,Resolved,Arrest Made,0.0,9734.37.0,no,Incident at 7540 Oak Ave. Officer responded at scene.
4432,INC000506,Robbry,Southwest  ,Lakewood,IL,1692 Maple Dr,102.3121,-113.85398,2021-11-22 22:05:35,OFF0108,Michael,Wright,9962.0,SUS00230,Michael,Hall,33.0,F,asian,VIC00337,Jessica,Davis,83.0,Male,622-903-2659,Bat,1,under investigation,Warning Issued,2.0,28275.34,False,Incident at 1692 Maple Dr. Officer responded at scene.
4440,INC002384,Assault,NORTH,Oakdale,IL,7989 Elm Blvd,47.203918,-120.732388,2018-02-02 04:02:06,OFF0124,nancy,Taylor,6569.0,SUS00636,William,Torres,251.0,FEMALE,hispanic,VIC00224,Donna,Hill,33.0,f,821-886-3018,Bat,MEDIUM,Under Investigation,Arrest Made,0.0,36766.47,Yes,Incident at 7989 Elm Blvd. Officer responded at scene.
4488,INC003321,Sex Assault,northwest,Oakdale,FL,7781 Elm Blvd,31.724524,-117.436012,2020-12-15 17:57:46,OFF0062,Thomas,Williams,6601.0,SUS00051,Susan,Anderson,32.0,FEMALE,Other,VIC00279,Richard,Miller,52.0,Male,786-951-7087,firearm,CRITICAL,closed,arrest made,0.0,43232.28,no,Incident at 7781 Elm Blvd. Officer responded at scene.
4504,INC002266,Battery,SOUTHEAST,Riverside,IL,8502 Park Rd,27.288913,-98.068739,04/17/2022 17:56,OFF0022,Anthony,Allen,6867.0,SUS00752,Jessica,Johnson,68.0,F,Other,VIC00259,Mary,Davis,80.0,Unknown,315-142-8363,Gun,low,open,warning,4.0,44469.27,NO,Incident at 8502 Park Rd. Officer responded at scene.
4527,INC003324,Armed Robbery,northeast,Fairview,FL,9926 Oak Ave,31.084311,-80.50833,2024-08-07 20:14:11,OFF0078,Daniel,Moore,4536.0,SUS00765,Sarah,Wilson,71.0,Unknown,Black,VIC00826,Barbara,Flores,71.0,male,4639134468,Firearm,2,Pendng,Dismissed,5.0,26471.18,Yes,Incident at 9926 Oak Ave. Officer responded at scene.
4538,INC004067,Drugs,eas,Hillcrest,OH,1346 Main St,45.342778,-72.124012,2020-05-15 12:46:48,OFF0067,Daniel,White,1211.0,SUS00591,Mark,Jones,67.0,female,Other,VIC00330,Chris,Flores,29.0,Female,323-354-2301,blunt object,Med,Pending,warning,5.0,1377.45,yes,Incident at 1346 Main St. Officer responded at scene.
4554,INC002018,Dom. Violence,south,Lakewood,NY,9480 Oak Ave,46.608754,-114.962198,2024-04-25 06:06:27,OFF0094,Ashley,Wright,2585.0,SUS00760,Emily,Johnson,62.0,f,BLACK,VIC00968,Susan,Davis,47.0,Male,(369) -73-4-3964,Bat,4,open,warning,5.0,10884.79,1,Incident at 9480 Oak Ave. Officer responded at scene.
4574,INC004528,trespassing,west,Springfield,CA,3926 Elm Blvd,32.494478,-75.642255,2022-09-23 03:09:28,OFF0065,Anthony,Thomas,3155.0,SUS00761,Charles,Miller,-45.0,F,Unknown,VIC00463,Carol,Nguyen,41.0,FEMALE,598-503-4384,Rifle,1,closed,Arrest Made,5.0,16897.88,1,Incident at 3926 Elm Blvd. Officer responded at scene.
4597,INC003606,CYBER CRIME,north,Hillcrest,TX,5865 Lincoln St,29.323418,-87.198349,2021-11-20 17:00:19,OFF0137,Michael,Martin,4810.0,SUS00567,Emily,Johnson,57.0,F,white,VIC00798,Matthew,Thompson,56.0,M,696-492-8393,Gun,Low,OPEN,Case Dismissed,3.0,8112.65,0,Incident at 5865 Lincoln St. Officer responded at scene.
4604,INC004741,DWI, Central,Centerville,CA,1794 River Rd,46.583848,-75.141893,03/29/2020 01:31,OFF0113,Joseph,Anderson,7413.0,SUS00411,Barbara,Torres,30.0,male,white,VIC00341,Ashley,Torres,31.0,f,762-666-6194,Pistol,Critical,under investigation,Case Dismissed,2.0,16191.85,no,Incident at 1794 River Rd. Officer responded at scene.
4655,INC003444,HOMICIDE,northeast,Centerville,NC,2202 Maple Dr,38.038836,-120.105762,2023-02-09 00:11:17,OFF0098,Mark,Harris,1520.0,SUS00050,Joseph,Martin,49.0,Other,White,VIC00882,Barbara,Wilson,38.0,female,659-714-6116,Bat,Critical,Closed,Arres Made,0.0,33850.84,no,Incident at 2202 Maple Dr. Officer responded at scene.
4687,INC001705,domestic violence,Northeast  ,Riverside,AZ,7424 Lincoln St,27.134868,-103.543291,2021-05-27 02:55:30,OFF0079,Patricia,Lee,8453.0,SUS00713,Robert,Smith,28.0,F,White,VIC00906,Mark,Brown,47.0,Unknown,(925) -63-5-8436,Knife,3,Pending,warning,4.0,35933.29.0,YES,Incident at 7424 Lincoln St. Officer responded at scene.
4691,INC001489,homicide, Central,Hillcrest,FL,5171 Lincoln St,32.397832,-106.397179,2022-09-10 06:56:55,OFF0094,NANCY,Brown,4586.0,SUS00212,Susan,Young,52.0,m,Asian,VIC00229,Donna,Thompson,33.0,m,412-661-9734,Blunt Object,Med,CLOSED,No Arrest,3.0,29552.05,1,Incident at 5171 Lincoln St. Officer responded at scene.
4712,INC000961,Drug Offense,Nor,Oakdale,NY,3209 Sunset Blvd,25.928554,-90.625399,2020-11-06 09:12:56,OFF0028,Michelle,Williams,9561.0,SUS00107,Chris,Brown,27.0,FEMALE,Unknown,VIC00452,Susan,Walker,88.0,M,533-677-5577,firearm,High,Resolved,Dismissed,0.0,33258.57,no,Incident at 3209 Sunset Blvd. Officer responded at scene.
4714,INC001044,Arson,Northwest,Riverside,NC,4429 Elm Blvd,37.911321,-96.160359,2024-01-18 07:36:14,OFF0144,Linda,Moore,3210.0,SUS00799,Jessica,Wilson,27.0,male,Unknown,VIC00941,Chris,Flores,50.0,M,(392) -93-0-6057,KNIFE,Critical,OPEN,Arres Made,5.0,22687.17,No,Incident at 4429 Elm Blvd. Officer responded at scene.
4725,INC003831,Robbry, Northwest,Riverside,IL,9018 Oak Ave,47.981248,-101.329878,2022-11-26 07:30:14,OFF0115,Anthony,Wilson,5103.0,SUS00501,David,Williams,46.0,female,hispanic,VIC00923,Susan,Lee,40.0,female,503-566-7679,Firearm,low,OPEN,Arrest Made,1.0,19460.25,YES,Incident at 9018 Oak Ave. Officer responded at scene.
4743,INC003569,Hacking, Southwest,Riverside,FL,4910 Cedar Lane,30.356633,-111.470289,2018-06-15 21:23:18,OFF0017,Ashley,Lee,5226.0,SUS00280,Mark,Miller,33.0,female,Other,VIC00734,Jessica,Lee,27.0,male,4985167531,Unarmed,CRITICAL,Open,arrest made,5.0,25457.21,False,Incident at 4910 Cedar Lane. Officer responded at scene.
4761,INC000010,Homocide, West,Centerville,FL,1390 Cedar Lane,36.855396,-89.087076,2020-11-07 09:26:53,OFF0024,Anthony,Scott,4848.0,SUS00689,Donna,Miller,24.0,Male,White,VIC00251,Nancy,Hill,19.0,MALE,624-744-4185,Bat,CRITICAL,open,Case Dismissed,1.0,32802.9,Yes,Incident at 1390 Cedar Lane. Officer responded at scene.
4762,INC001031,B&E,South,Lakewood,NC,7437 Elm Blvd,38.695103,-79.487545,2021-10-24 01:03:00,OFF0084,Susan,Flores,2874.0,SUS00160,Joseph,Johnson,56.0,Male,hispanic,VIC00781,Matthew,Green,37.0,male,918-123-3960,firearm,MEDIUM,Closed,warning,3.0,21470.84,True,Incident at 7437 Elm Blvd. Officer responded at scene.
4768,INC001515,Arson, Central,Maplewood,GA,9898 Cedar Lane,33.91018,-73.184778,2020-10-19 01:37:36,OFF0068,John,Allen,2115.0,SUS00185,Daniel,Garcia,24.0,Unknown,BLACK,VIC00977,Matthew,Lee,20.0,male,769-285-2963,Unarmed,1,Under Investigation,Arres Made,2.0,41159.59,No,Incident at 9898 Cedar Lane. Officer responded at scene.
4775,INC004236,sexual assault,south,Riverside,GA,2770 Sunset Blvd,45.425665,-95.709747,2024-03-12 07:06:14,OFF0107,James,Green,4508.0,SUS00516,Mark,Young,24.0,m,Hispanic,VIC00582,Emily,Moore,79.0,m,870-357-6843,Pistol,high,Pendng,Arres Made,0.0,16581.17,No,Incident at 2770 Sunset Blvd. Officer responded at scene.
4782,INC004082,ROBBERY,Central  ,Lakewood,NY,1043 Oak Ave,29.646489,-108.757959,2020-11-19 00:14:20,OFF0046,Richard,Taylor,2859.0,SUS00355,Sarah,Martin,72.0,MALE,white,VIC00467,Michelle,Flores,87.0,f,952-419-1645,Firearm,2,Open,Case Dismissed,0.0,24593.65,True,Incident at 1043 Oak Ave. Officer responded at scene.
4791,INC004910,  vandalism  ,West,Oakdale,PA,2113 Oak Ave,45.085284,-120.936864,2019-12-01 10:10:01,OFF0141,Michelle,Jackson,8127.0,SUS00784,Sarah,Flores,48.0,Female,Hispanic,VIC00491,Sarah,White,79.0,Unknown,(574) -33-9-3235,Hands/Feet,Critical,Pending,Arres Made,0.0,36955.94,no,Incident at 2113 Oak Ave. Officer responded at scene.
4801,INC002149,VANDALISM,west,Springfield,AZ,6673 Maple Dr,37.887493,-108.996272,2024-01-18 11:51:32,OFF0074,Emily,Thompson,9344.0,SUS00498,Donna,Wright,32.0,Unknown,asian,VIC00801,Emily,Thompson,55.0,Male,608-575-9411,Blunt Object,low,OPEN,NO ARREST,2.0,41901.9,False,Incident at 6673 Maple Dr. Officer responded at scene.
4808,INC002398,Sexual Assault,SOUTHWEST,Maplewood,PA,7885 Sunset Blvd,34.053177,-95.253887,2023-02-13 13:42:58,OFF0037,William,Johnson,7361.0,SUS00323,Carol,Walker,33.0,Other,Black,VIC00931,Mark,Johnson,30.0,FEMALE,522-347-4523,KNIFE,Med,Open,Case Dismissed,5.0,29903.61,YES,Incident at 7885 Sunset Blvd. Officer responded at scene.
4838,INC001164,Robbery,south,Oakdale,IL,8309 Park Rd,32.446164,-100.434638,2024-04-13 02:58:29,OFF0143,Mark,White,6562.0,SUS00198,Matthew,Martin,31.0,FEMALE,Asian,VIC00244,Charles,Jones,24.0,M,353-940-7798,hands,MEDIUM,under investigation,warning,0.0,18910.34.0,no,Incident at 8309 Park Rd. Officer responded at scene.
4846,INC003718,HOMICIDE,North  ,Springfield,CA,9127 River Rd,30.51677,-88.899776,2019-03-31 23:40:50,OFF0015,Susan,Jones,1348.0,SUS00609,William,Thompson,32.0,m,BLACK,VIC00630,Daniel,Scott,26.0,M,575-759-5393,Knife,2,Open,Warning Issued,1.0,25129.21,No,Incident at 9127 River Rd. Officer responded at scene.
4853,INC001117,Battery,east,Riverside,NC,469 Oak Ave,35.094261,-85.664708,2021-04-27 19:59:37,OFF0109,Anthony,Martin,7158.0,SUS00249,Robert,Brown,59.0,FEMALE,white,VIC00806,Michael,Nguyen,54.0,FEMALE,456-844-1835,Gun,CRITICAL,Open,arrest made,5.0,22829.85,yes,Incident at 469 Oak Ave. Officer responded at scene.
4855,INC002043,Tresspassing,Wes,Maplewood,GA,6892 Park Rd,197.791,-86.400569,2021-03-02 18:57:27,OFF0082,Mark,White,9076.0,SUS00764,Michael,Walker,44.0,f,Hispanic,VIC00950,David,Green,47.0,Female,932-776-3710,Pistol,1,Under Investigation,No Arrest,5.0,4018.84,No,Incident at 6892 Park Rd. Officer responded at scene.
4863,INC003551,Scam,West,Springfield,OH,4359 Lincoln St,29.209656,-76.431568,2020-09-17 15:43:58,OFF0087,Anthony,Allen,7191.0,SUS00780,Daniel,Jones,40.0,Unknown,hispanic,VIC00863,Charles,Allen,58.0,m,632-411-9913,Blunt Object,high,Open,Case Dismissed,0.0,40180.85,YES,Incident at 4359 Lincoln St. Officer responded at scene.
4867,INC001765,Dom. Violence,southwest,Lakewood,PA,7405 Park Rd,38.506983,-72.31252,2022-06-06 14:00:20,OFF0074,Thomas,Davis,3521.0,SUS00533,Barbara,Allen,41.0,female,Black,VIC00129,Linda,Smith,53.0,Unknown,621-617-4600,firearm,Med,Under Investigation,Case Dismissed,1.0,3195.9,0,Incident at 7405 Park Rd. Officer responded at scene.
4871,INC001858,Tresspassing,NORTHWEST,Centerville,OH,9426 Maple Dr,27.007014,-101.519445,2024-10-25 19:36:45,OFF0097,patricia,Wilson,1354.0,SUS00776,David,Wilson,56.0,female,White,VIC00831,Richard,Hill,13.0,Male,(544) -31-7-4009,Rifle,Med,Investgation,Arres Made,3.0,41892.98,True,Incident at 9426 Maple Dr. Officer responded at scene.
4889,INC002455,Drug  Offence,Eas,Centerville,GA,8440 Oak Ave,39.276688,-115.562842,2020-08-31 10:02:36,OFF0027,Nancy,Jones,6660.0,SUS00054,Mark,Hill,53.0,f,Black,VIC00502,Jessica,White,82.0,M,297-557-5004,Rifle,Crit,Under Investigation,warning,1.0,18435.44,no,Incident at 8440 Oak Ave. Officer responded at scene.
4918,INC000455,kidnapping,south,Maplewood,IL,1483 Elm Blvd,45.233188,-119.008325,2024-08-20 14:39:48,OFF0086,Matthew,Lee,7435.0,SUS00321,Nancy,Lee,54.0,Other,White,VIC00121,Sarah,Thomas,35.0,Female,692-570-6062,Rifle,low,Under Investigation,No Arrest,0.0,19196.54,False,Incident at 1483 Elm Blvd. Officer responded at scene.
4920,INC001709,Online Fraud,WEST,Riverside,NY,2392 Cedar Lane,28.713389,-86.064771,2019-05-26 08:02:46,OFF0131,Nancy,Wright,9822.0,SUS00618,Richard,Taylor,22.0,Unknown,white,VIC00423,William,Anderson,62.0,Male,431-457-7618,Bat,Medium,Resolved,warning,1.0,28794.99,False,Incident at 2392 Cedar Lane. Officer responded at scene.
4922,INC004323,Cyber Crime,North,Fairview,CA,743 Maple Dr,35.701884,-76.339774,2023-06-28 07:34:28,OFF0145,Daniel,Young,8768.0,SUS00695,Chris,Wright,62.0,male,Other,VIC00516,Matthew,Davis,87.0,Unknown,745-467-1315,Bat,2,Pending,Case Dismissed,4.0,38483.99,False,Incident at 743 Maple Dr. Officer responded at scene.
4930,INC000798,Hacking,EAST,Lakewood,FL,95 Elm Blvd,36.675842,-87.083372,2022-09-02 07:01:45,OFF0019,Susan,Torres,3965.0,SUS00049,Michelle,Hall,37.0,Other,Black,VIC00866,Richard,Thompson,10.0,Female,(361) -52-7-8046,firearm,MEDIUM,Open,arrest made,0.0,23861.32,no,Incident at 95 Elm Blvd. Officer responded at scene.
4932,INC001083,Roberry,NORTH,Riverside,IL,5872 Park Rd,45.029307,-102.378356,2023-01-21 12:57:58,OFF0003,Patricia,Green,8124.0,SUS00529,John,Jones,63.0,Male,hispanic,VIC00351,Mary,Smith,61.0,Unknown,(988) -73-2-2325,Rifle,MEDIUM,under investigation,arrest made,-4.0,10952.19,False,Incident at 5872 Park Rd. Officer responded at scene.
4939,INC003719,Armed  Robbery,Northwest  ,Fairview,AZ,6800 Sunset Blvd,42.487267,-81.981699,2019-06-15 06:01:53,OFF0122,Charles,Johnson,3145.0,SUS00726,Nancy,White,46.0,Other,BLACK,VIC00461,Sarah,Hill,80.0,Other,506-866-7381,Pistol,Med,Pending,Warning Issued,0.0,9672.51,no,Incident at 6800 Sunset Blvd. Officer responded at scene.
4944,INC002882,FRAUD,Eas,Hillcrest,GA,7541 Oak Ave,35.282241,-72.986745,2021-05-14 01:30:29,OFF0068,Joseph,Jones,6611.0,SUS00041,Carol,Torres,152.0,Other,hispanic,VIC00139,Thomas,Nguyen,45.0,Male,526-225-1144,Firearm,Med,Investgation,warning,1.0,47568.68,yes,Incident at 7541 Oak Ave. Officer responded at scene.
4958,INC001020,Trespass, South,Riverside,PA,3773 Park Rd,42.473106,-108.41802,2023-05-06 19:21:13,OFF0022,Daniel,Anderson,5267.0,SUS00217,Chris,Walker,47.0,Other,white,VIC00310,Donna,Jackson,79.0,Unknown,344-805-3410,Knife,high,under investigation,Warning Issued,4.0,47329.6,False,Incident at 3773 Park Rd. Officer responded at scene.
4959,INC003655,Hacking,Nor,Riverside,IL,2444 Lincoln St,38.496519,-72.271312,2020-10-14 08:53:40,OFF0138,Mary,Harris,6504.0,SUS00206,Chris,Harris,51.0,f,Other,VIC00905,Patricia,Garcia,64.0,male,572-370-3707,Pistol,4,Under Investigation,Arrest Made,3.0,43168.24,YES,Incident at 2444 Lincoln St. Officer responded at scene.
4964,INC001536,Robbry,MIDTOWN,Hillcrest,GA,4779 Park Rd,25.343216,54.8278,2023-11-13 09:30:23,OFF0131,BARBARA,Jackson,8062.0,SUS00012,Linda,Allen,36.0,Female,Unknown,VIC00276,Chris,Miller,37.0,male,299-353-4197,Bat,1,Open,arrest made,5.0,23662.63,Yes,Incident at 4779 Park Rd. Officer responded at scene.
4968,INC000757,manslaughter,EAST,Maplewood,NC,4175 Main St,177.5896,-86.630596,10/10/2024 01:28,OFF0093,john,Martin,7999.0,SUS00637,Jessica,Torres,20.0,male,Unknown,VIC00307,Michelle,Thompson,79.0,male,912-771-4855,Hands/Feet,Med,Pending,Dismissed,0.0,6065.26,False,Incident at 4175 Main St. Officer responded at scene.
4982,INC001306,Tresspassing,South  ,Lakewood,TX,6856 Maple Dr,26.684944,-78.613244,2022-08-22 13:28:02,OFF0031,Michelle,Williams,2630.0,SUS00302,Jessica,Thompson,-46.0,Other,BLACK,VIC00119,Linda,Harris,11.0,Other,325-483-4423,hands,MEDIUM,Open,Case Dismissed,2.0,16288.17,False,Incident at 6856 Maple Dr. Officer responded at scene.
4988,INC001552,Abduction,SOUTHEAST,Springfield,CA,4729 Main St,47.640915,-109.307667,01-09-2022,OFF0026,Michelle,Moore,2147.0,SUS00120,Thomas,White,60.0,f,Asian,VIC00430,Mark,Jackson,-39.0,female,240-480-2303,KNIFE,Low,Open,arrest made,3.0,-9307.12,False,Incident at 4729 Main St. Officer responded at scene.
4991,INC000140,KIDNAPPING,EAST,Riverside,TX,8519 Sunset Blvd,43.232823,-111.499549,2023-08-20 01:14:59,OFF0128,Sarah,Martin,5287.0,SUS00556,Michelle,Thompson,49.0,Male,White,VIC00441,Patricia,Thomas,67.0,M,585-553-8531,Knife,Low,Under Investigation,Dismissed,5.0,43018.04,YES,Incident at 8519 Sunset Blvd. Officer responded at scene.
4992,INC004728,D.U.I., Central,Maplewood,OH,318 Maple Dr,26.000876,-73.057157,2018-04-26 18:27:15,OFF0090,Anthony,Nguyen,3635.0,SUS00577,Matthew,Martin,19.0,Other,hispanic,VIC00855,James,Davis,-42.0,F,973-564-2557,Rifle,low,CLOSED,No Arrest,5.0,42863.99.0,no,Incident at 318 Maple Dr. Officer responded at scene.
4998,INC002678,Online Fraud,northeast,Oakdale,FL,3019 Main St,46.850617,-85.99981,2020-02-03 12:43:00,OFF0090,Emily,Smith,5966.0,SUS00017,Barbara,Young,24.0,Other,Hispanic,VIC00406,Donna,Hill,21.0,MALE,659-981-3275,Firearm,Crit,Closed,Warning Issued,2.0,30856.15,1,Incident at 3019 Main St. Officer responded at scene.
5017,INC000130,Drug Offence,NORTH,Oakdale,IL,8888 Lincoln St,43.273011,-81.040024,2018-09-09 12:44:36,OFF0086,Emily,Green,1898.0,SUS00528,Ashley,Anderson,71.0,Male,Black,VIC00393,Nancy,Johnson,56.0,M,379-763-2097,KNIFE,High,closed,Case Dismissed,4.0,5677.88,0,Incident at 8888 Lincoln St. Officer responded at scene.
5031,INC000005,DWI,West,Riverside,PA,5805 River Rd,34.455352,-77.080489,2018-06-18 07:17:46,OFF0026,Mary,Thomas,6559.0,SUS00112,Michael,Thompson,43.0,Other,BLACK,VIC00188,Linda,Hill,19.0,MALE,763-200-1828,Firearm,Medium,Investgation,Case Dismissed,1.0,20320.7,0,Incident at 5805 River Rd. Officer responded at scene.
5032,INC003327,DWI,West,Oakdale,OH,4953 Main St,39.190984,-83.638329,2019-07-10 20:05:44,OFF0064,Patricia,Torres,3986.0,SUS00239,Daniel,Williams,36.0,Female,White,VIC00966,Nancy,White,48.0,Other,(415) -36-2-9886,firearm,Critical,Pendng,arrest made,1.0,21110.81,1,Incident at 4953 Main St. Officer responded at scene.
5067,INC000291,DRUNK DRIVING,central,Oakdale,PA,179 Cedar Lane,128.2909,-114.508901,2018-03-20 13:17:21,OFF0008,chris,Walker,7904.0,SUS00081,Matthew,Green,24.0,MALE,Unknown,VIC00392,Nancy,White,50.0,Female,480-566-5521,KNIFE,1,Resolved,warning,2.0,8145.05,yes,Incident at 179 Cedar Lane. Officer responded at scene.
5074,INC001683,B&E,south,Fairview,NY,9688 Cedar Lane,47.605051,-117.31555,2023-07-10 09:05:11,OFF0031,Thomas,Nguyen,8923.0,SUS00147,Jennifer,Lee,27.0,male,Black,VIC00477,Anthony,Williams,194.0,F,402-975-2894,Hands/Feet,MEDIUM,Resolved,NO ARREST,5.0,30396.47,NO,Incident at 9688 Cedar Lane. Officer responded at scene.
5096,INC001961,vandalism,Mid,Oakdale,NC,4446 Maple Dr,199.2934,-103.913973,2023-09-10 07:19:18,OFF0019,Richard,Williams,5013.0,SUS00105,Daniel,Martin,64.0,Unknown,hispanic,VIC00712,Emily,Young,52.0,M,314-370-7249,firearm,Critical,Open,No Arrest,5.0,40315.42,no,Incident at 4446 Maple Dr. Officer responded at scene.
5109,INC003620,Roberry,West  ,Fairview,PA,5322 River Rd,30.825762,-115.463569,2023-02-01 21:56:54,OFF0024,WILLIAM,Moore,7897.0,SUS00567,Mark,Jones,42.0,Other,Black,VIC00132,Nancy,Jackson,16.0,female,3303973395,Gun,MEDIUM,open,Warning Issued,5.0,18021.97,False,Incident at 5322 River Rd. Officer responded at scene.
5114,INC002163,Assault,Nor,Fairview,FL,8930 Sunset Blvd,43.407606,-71.739115,2023-09-19 18:42:26,OFF0061,Thomas,Jones,6410.0,SUS00207,Matthew,Johnson,45.0,m,hispanic,VIC00699,Jessica,Smith,22.0,male,3725259785,hands,Critical,Closed,No Arrest,5.0,13743.66,Yes,Incident at 8930 Sunset Blvd. Officer responded at scene.
5116,INC001155,Burglry,Northwest  ,Oakdale,CA,353 Lincoln St,38.417748,-84.631633,2023-11-13 13:55:09,OFF0075,Charles,Wilson,2795.0,SUS00106,Patricia,Anderson,52.0,Male,Asian,VIC00416,Carol,Martin,72.0,male,682-228-6634,Firearm,2,Closed,Warning Issued,2.0,30110.0,1,Incident at 353 Lincoln St. Officer responded at scene.
5124,INC003278,HOMICIDE,west,Hillcrest,AZ,5143 Main St,43.660491,-80.712254,2023-08-06 11:37:43,OFF0078,Sarah,Green,6239.0,SUS00761,Linda,White,18.0,F,asian,VIC00843,Emily,Brown,50.0,MALE,431-305-3556,Hands/Feet,2,Investgation,No Arrest,-3.0,29608.39,True,Incident at 5143 Main St. Officer responded at scene.
5134,INC003213,Assault, Central,Hillcrest,GA,7385 Cedar Lane,44.146386,-99.607358,2022-07-28 17:20:47,OFF0085,Mark,Green,5489.0,SUS00723,Daniel,Flores,161.0,MALE,asian,VIC00701,Mark,Walker,59.0,Male,896-100-8894,Blunt Object,CRITICAL,Investgation,Case Dismissed,5.0,1824.15,False,Incident at 7385 Cedar Lane. Officer responded at scene.
5145,INC003457,theft/larceny,northeast,Centerville,AZ,2249 Washington Ave,25.525566,-104.746881,2018-01-10 06:27:04,OFF0147,Barbara,Martin,9260.0,SUS00374,Linda,Davis,65.0,Unknown,asian,VIC00682,Charles,Wilson,85.0,Male,6275023449,Rifle,low,Pending,Arrest Made,2.0,16290.87,no,Incident at 2249 Washington Ave. Officer responded at scene.
5161,INC002367,cyber crime,Sou,Centerville,OH,8358 Cedar Lane,47.508992,-82.928478,2023-11-28 11:49:08,OFF0127,Michelle,Nguyen,8069.0,SUS00594,Anthony,Nguyen,35.0,FEMALE,BLACK,VIC00881,Jessica,Torres,55.0,Female,303-741-2366,Unarmed,Medium,Closed,Dismissed,0.0,-8606.74,False,Incident at 8358 Cedar Lane. Officer responded at scene.
5179,INC000939,KIDNAPPING,EAST,Oakdale,FL,8732 River Rd,43.540383,-88.38099,2022-03-23 14:10:56,OFF0131,John,Nguyen,5064.0,SUS00519,Daniel,White,65.0,M,Black,VIC00251,William,Scott,15.0,MALE,888-379-2445,Pistol,Low,closed,Dismissed,1.0,33493.83,Yes,Incident at 8732 River Rd. Officer responded at scene.
5186,INC001985,Graffiti,west,Maplewood,CA,8547 River Rd,30.604892,-95.152127,2018-11-05 13:30:16,OFF0112,Karen,Scott,3550.0,SUS00694,Thomas,Wright,26.0,MALE,White,VIC00820,Carol,Hall,-56.0,Male,947-266-2106,blunt object,high,Open,Dismissed,0.0,47264.16,Yes,Incident at 8547 River Rd. Officer responded at scene.
5193,INC003660,Roberry,SOUTHEAST,Maplewood,TX,8746 Main St,180.0725,-77.975359,2018-11-14 16:57:46,OFF0110,sarah,Lee,7249.0,SUS00573,Patricia,Miller,46.0,Female,Black,VIC00755,Robert,Anderson,62.0,F,753-670-7764,Bat,high,closed,warning,2.0,39623.89,no,Incident at 8746 Main St. Officer responded at scene.
5207,INC003687,Fire Setting, South,Oakdale,NY,3883 Elm Blvd,37.395927,-117.107176,2018-01-09 08:45:42,OFF0083,Michael,Green,4368.0,SUS00173,John,Walker,37.0,FEMALE,Unknown,VIC00914,Jessica,White,44.0,Male,851-561-5728,Pistol,Med,closed,Warning Issued,1.0,14972.98,0,Incident at 3883 Elm Blvd. Officer responded at scene.
5219,INC001967,vandalism,Sou,Riverside,CA,8794 Park Rd,26.268592,-82.851474,2022-01-25 19:38:06,OFF0093,Linda,Flores,8919.0,SUS00090,Anthony,Moore,265.0,Other,hispanic,VIC00411,Mary,Wright,-41.0,F,371-500-5492,hands,Critical,Pending,Warning Issued,3.0,27184.52,True,Incident at 8794 Park Rd. Officer responded at scene.
5229,INC000128,assault,southwest,Oakdale,NY,1205 Sunset Blvd,38.457122,-119.174353,2021-09-16 04:27:17,OFF0038,Michael,Green,8454.0,SUS00183,Robert,White,259.0,male,Unknown,VIC00368,Michael,Taylor,26.0,Male,908-682-1977,hands,High,Closed,warning,3.0,20911.19,NO,Incident at 1205 Sunset Blvd. Officer responded at scene.
5239,INC002877,theft/larceny,central,Riverside,IL,5357 Sunset Blvd,39.371613,-94.95557,2023-11-26 16:27:41,OFF0079,Charles,Lee,4429.0,SUS00714,Nancy,Scott,44.0,Female,Hispanic,VIC00681,Jessica,Nguyen,69.0,m,754-629-2414,Bat,4,closed,Warning Issued,2.0,22188.67.0,NO,Incident at 5357 Sunset Blvd. Officer responded at scene.
